timestamp,model_name,query_category,avg_response_time,count
2025-07-21 13:58:05.273894,GPT-4o,Transactionnelle - Voyage,9480.0,1
2025-07-21 13:58:05.975521,Google-Search,Transactionnelle - Voyage,696.0,1
2025-07-21 13:58:23.920077,GPT-4o,Informationnelle - Technique,12933.0,1
2025-07-21 13:58:24.357276,Google-Search,Informationnelle - Technique,431.0,1
2025-07-21 13:58:39.898996,GPT-4o,Informationnelle - Santé,10525.0,1
2025-07-21 13:58:40.158365,Google-Search,Informationnelle - Santé,254.0,1
2025-07-21 13:58:55.812646,GPT-4o,Informationnelle - Santé,10642.0,1
2025-07-21 13:58:56.134639,Google-Search,Informationnelle - Santé,317.0,1
2025-07-21 13:59:14.643607,GPT-4o,Informationnelle - Technique,13498.0,1
2025-07-21 13:59:15.000317,Google-Search,Informationnelle - Technique,352.0,1
2025-07-21 13:59:30.928231,GPT-4o,Transactionnelle - Voyage,10917.0,1
2025-07-21 13:59:31.664124,Google-Search,Transactionnelle - Voyage,730.0,1
2025-07-21 13:59:49.337481,GPT-4o,Informationnelle - Santé,12661.0,1
2025-07-21 13:59:49.599791,Google-Search,Informationnelle - Santé,257.0,1
2025-07-21 14:00:05.321909,GPT-4o,Transactionnelle - Voyage,10713.0,1
2025-07-21 14:00:05.988001,Google-Search,Transactionnelle - Voyage,661.0,1
2025-07-21 14:00:27.217726,GPT-4o,Informationnelle - Technique,16219.0,1
2025-07-21 14:00:27.490711,Google-Search,Informationnelle - Technique,268.0,1
2025-07-21 14:00:49.085056,GPT-4o,Informationnelle - Technique,16579.0,1
2025-07-21 14:00:49.331934,Google-Search,Informationnelle - Technique,241.0,1
2025-07-21 14:01:05.490958,GPT-4o,Informationnelle - Santé,11148.0,1
2025-07-21 14:01:05.877366,Google-Search,Informationnelle - Santé,381.0,1
2025-07-21 14:01:23.254847,GPT-4o,Transactionnelle - Voyage,12366.0,1
2025-07-21 14:01:23.794644,Google-Search,Transactionnelle - Voyage,535.0,1
2025-07-21 14:01:47.061924,GPT-4o,Informationnelle - Technique,18255.0,1
2025-07-21 14:01:47.489138,Google-Search,Informationnelle - Technique,422.0,1
2025-07-21 14:02:03.999656,GPT-4o,Informationnelle - Santé,11499.0,1
2025-07-21 14:02:04.262696,Google-Search,Informationnelle - Santé,258.0,1
2025-07-21 14:02:15.608133,GPT-4o,Transactionnelle - Voyage,6334.0,1
2025-07-21 14:02:15.938751,Google-Search,Transactionnelle - Voyage,324.0,1
